6.633260930014215262e+01,3.739939987831115786e+02
1.648121477762857978e+02,3.776476287841796875e+02
1.693379187950721132e+02,9.264685434194711888e+02
1.891002889779897771e+02,2.528000183105468750e+03
1.882502934382511910e+02,2.451382164588341311e+03
1.981514939528245236e+02,2.994400815523587880e+03
2.066403185526529853e+02,3.883128255208333485e+03
2.209261266534978745e+02,4.217437566583806984e+03
2.138987227219801639e+02,4.339072171724759755e+03
2.354542503356933594e+02,5.467505228678385720e+03
2.249518521626790459e+02,4.769343943277995095e+03
2.485247904459635322e+02,6.451544881184895530e+03
2.572544444691051240e+02,5.561425847833806984e+03
2.293910869251598115e+02,5.504014626242897975e+03
2.374172292856069646e+02,6.594350736177884755e+03
2.657165444113991271e+02,7.686987038352272975e+03
3.096642761230468750e+02,7.726064470563615942e+03
2.845533572110262526e+02,9.217772727272727934e+03
3.135471496582031250e+02,9.486961578369140625e+03
3.144328848031851180e+02,1.135139541391225976e+04
3.098117268880208144e+02,1.160388061523437500e+04
3.297115314190204458e+02,1.095543393179086524e+04
3.401656681941105944e+02,1.324101562500000000e+04
3.453377102938565599e+02,1.382665926846590992e+04
4.019141470102163680e+02,1.630934885817307622e+04
3.876837076822916401e+02,1.431225416666666752e+04
3.553885858709161880e+02,1.383155948153409008e+04
4.252227947528545542e+02,2.039516436298076951e+04
3.834162569912996901e+02,1.691490878018465810e+04
4.665695634321733110e+02,2.153939666193181984e+04
4.582012551047585021e+02,2.118783886718750000e+04
4.318468802315848052e+02,2.255971749441964130e+04
4.852054029192243547e+02,2.184939592633928623e+04
4.819198633829752794e+02,2.501878800455729288e+04
4.932480239868164062e+02,3.175931559244791788e+04
4.922698287963867188e+02,2.723404272460937500e+04
5.085203829678621901e+02,2.985162784090909190e+04
5.048780136108398438e+02,3.013030794270833212e+04
5.738555475870767850e+02,3.746787190755208576e+04
6.148633550008138400e+02,3.529819840494791424e+04
5.836297556559244413e+02,3.315822477213541424e+04
6.307304774693080844e+02,3.928303320312500000e+04
6.810632601651278719e+02,4.288912127130681620e+04
6.205365269978841525e+02,3.911904996744791424e+04
6.318746948242187500e+02,4.068956072443181620e+04
7.168697713216146212e+02,4.557933365885416424e+04
7.268737959428267459e+02,4.455738955965908826e+04
7.029620463053385038e+02,4.472995149739583576e+04
6.843383742112380332e+02,4.408572370793269511e+04
7.734542680220170041e+02,5.606981036931818380e+04
6.978798452524038112e+02,4.940522280649038294e+04
7.844190673828125000e+02,5.204659212239583576e+04
7.688556518554687500e+02,5.643333370535714494e+04
7.441867218017578125e+02,5.791890836588541424e+04
8.716421000162760038e+02,7.530230761718750000e+04
8.992431696111506199e+02,6.336521732954545587e+04
9.519660256125710021e+02,7.196199254261363239e+04
8.647873413085937955e+02,6.728204869791665988e+04
9.983333795720881199e+02,6.816105291193182347e+04
9.597836636629971281e+02,6.749311186079545587e+04
9.305774637858072538e+02,8.319336002604167152e+04
